Innovation,Alternative Names,Category,Disease,Indication,Stage,trial_completion_date,TargetPop,is_on_fda,dates_fda,records_fda,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,time_to_market,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,Readiness,LeadOrg,Impact Score,Country,Impact Potential,Disease Burden,Epidemiological impact,Alignment with goals,Cost-effectiveness,Budget Impact,Resource optimization,Introduction Readiness,Financing,Policy,Uptake/Delivery,Probability of technical and regulatory success,Procurement model,Regulatory approvals,Policy readiness,Social context,Guidelines and training,Policy implemented,Advance launch and planning/timeline,Demand forecasting and generation,Potential supply chain,Delivery model,source_file
Rifafour,Comp Beta,Drug,tuberculosis,tuberculosis,Phase 2,2013-07-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Provide written, informed consent prior to all trial-related procedures including HIV testing (if an HIV test was performed within 1 month prior to trial start, it should not be...",No,2013-11-04,FDA-60688,4.41,0.98,21.0,26.39,2017-11-27,2018-11-20,2039-11-20,45,J&J,48,Overall,44.83333333333334,69,4,15,3,80,98,64,1,4,2,True,False,True,True,True,False,True,False,False,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
"Moxifloxacin, Ethambutol, Isoniazid, Pyrazinamide & Rifampicin",AltName B,Drug,tuberculosis,tuberculosis,Phase 3,2014-02-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Signed written consent or witnessed oral consent in the case of illiteracy, before undertaking any trial related activity.
* Two sputum specimens positive for tubercle bacilli o...",Yes,2014-11-19,FDA-42246,2.62,0.32,5.0,7.94,2016-09-14,2017-01-09,2022-01-10,69,Merck,41,Senegal,69.16666666666667,61,74,79,88,81,32,45,1,2,2,False,True,True,False,False,False,True,True,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Addition of different doses of clarithromycin.,Comp Beta,Drug,tuberculosis,tuberculosis,Phase 4,2012-11-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Age ≥18 years old
* Signed informed consent
* Diagnosis of MDR/XDR-TB confirmed with standard microbiological criteria (culture-based, molecular or both)
* Treatment with linezo...",Yes,2013-10-19,FDA-72940,0.56,0.15,3.5,4.21,2013-05-24,2013-07-18,2017-01-16,90,Merck,61,Senegal,55.5,90,45,83,23,70,22,55,1,4,1,True,False,False,True,True,True,True,True,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Rifampin,GenName Y,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",No,2022-08-05,FDA-60841,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,25,Merck,6,South Africa,46.33333333333334,32,18,84,25,88,31,45,1,2,2,False,True,True,False,False,True,False,False,True,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
MEROPENEM 2 grams TID,Molecule Z,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",No,2022-12-28,FDA-10062,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,4,AstraZeneca,51,Overall,53.33333333333334,0,8,96,92,41,83,55,1,3,2,False,True,True,True,False,False,True,True,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
MEROPENEM 1 gram TID,AltName A,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",Yes,2023-02-03,FDA-39857,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,91,Sanofi,42,South Africa,64.5,77,89,16,89,78,38,36,1,3,0,False,True,True,True,True,False,False,False,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
MEROPENEM 3 grams QD,TradeName X,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",Yes,2023-02-20,FDA-39037,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,25,Pfizer,61,Kenya,59.0,62,77,73,58,37,47,36,0,3,1,False,False,True,True,False,True,False,False,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Amoxicillin/Clavulanate Potassium 500 MG-125 MG Oral Tablet,AltName A,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",No,2023-04-13,FDA-12096,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,36,GSK,17,South Africa,38.5,59,28,100,11,4,29,73,2,3,3,True,True,True,False,False,True,True,True,True,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Amoxicillin/Clavulanate Potassium 875 MG-125 MG Oral Tablet,AltName A,Drug,tuberculosis,tuberculosis,Phase 2,2022-05-13,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* New or recurrent pulmonary TB with one or both of the following:
* sputum positive for acid-fast bacilli on direct microscopy of at least grade 1+ (International Union Against T...",Yes,2023-04-10,FDA-41838,4.41,0.98,21.0,26.39,2026-10-09,2027-10-02,2048-10-01,98,Gilead,29,Overall,34.66666666666666,29,22,42,47,43,25,36,0,1,3,False,False,True,False,False,False,False,True,True,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Isoniazid 900 milligrams,GenName Y,Drug,tuberculosis,tuberculosis,Phase 4,2019-08-10,"Sex: MALE; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion criteria:

* Age above 18 and under 45 at the time of inclusion;
* Sign the informed consent form.

Exclusion criteria:

* Be indigenous;
* Active TB or previous use of isoniazid;
* Score Al...",No,2019-12-18,FDA-44715,0.56,0.15,3.5,4.21,2020-03-01,2020-04-25,2023-10-25,58,Pfizer,81,Overall,47.16666666666666,41,55,90,31,60,6,55,1,3,2,True,False,False,True,True,True,False,False,True,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
SQ109,Molecule Z,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",No,2015-04-21,FDA-15960,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,29,Merck,75,Senegal,58.83333333333334,92,57,17,84,15,88,27,0,1,2,False,False,False,False,False,False,True,True,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Rifampicin,TradeName X,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",Yes,2015-07-03,FDA-18803,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,26,Pfizer,19,Kenya,46.5,12,78,60,3,82,44,55,1,1,4,True,False,False,True,False,False,False,True,True,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Moxifloxacin,GenName Y,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",No,2015-08-10,FDA-20074,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,48,Pfizer,12,South Africa,35.66666666666666,43,16,62,8,62,23,36,1,2,1,True,False,True,False,True,False,False,True,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
isoniazid,TradeName X,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",No,2015-09-01,FDA-93262,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,98,Gilead,85,Overall,45.5,5,67,59,5,39,98,55,1,4,1,True,False,True,True,True,False,True,False,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
pyrazinamide,Comp Beta,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",No,2015-12-23,FDA-52047,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,16,Pfizer,51,Senegal,50.5,81,39,34,35,71,43,45,1,3,1,True,False,False,False,True,True,True,False,True,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
ethambutol,GenName Y,Drug,tuberculosis,tuberculosis,Phase 2,2015-03-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria

1. The patient has given free, signed written or witnessed oral informed consent for study participation prior to all trial-related procedures, including HIV testing if HIV serosta...",No,2015-10-13,FDA-36818,4.41,0.98,21.0,26.39,2019-07-28,2020-07-20,2041-07-20,59,Bayer,91,Kenya,48.5,12,89,67,1,29,93,64,1,3,3,True,False,True,False,False,True,True,False,True,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Bedaquiline,GenName Y,Drug,tuberculosis,tuberculosis,Phase 2,2025-04-30,"Sex: ALL; Age: >0 Months; Criteria: Inclusion Criteria:

* Parent/legal guardian willing and able to provide written informed consent for study participation; in addition, when applicable per local Institutional Review Board (IRB)/Ethic...",Yes,2025-12-07,FDA-56081,4.41,0.98,21.0,26.39,2029-09-26,2030-09-19,2051-09-19,15,AstraZeneca,88,Senegal,56.83333333333334,51,38,48,86,19,99,64,1,4,2,False,True,False,True,True,True,True,True,False,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
ID93 + GLA-SE,GenName Y,Biological,tuberculosis,tuberculosis,Phase 2,2017-01-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

1. Males and females 18 to 60 years of age.
2. Subjects must have been successfully treated, i.e., completed the scheduled course of TB treatment as per the prevailing South Afric...",No,2017-09-02,FDA-34990,4.41,0.98,21.0,26.39,2021-05-30,2022-05-23,2043-05-23,100,Pfizer,36,Kenya,50.83333333333334,8,34,87,63,45,68,55,1,3,2,False,True,False,True,True,False,True,False,True,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Bedaquiline,Product Alpha,Drug,tuberculosis,tuberculosis,Phase 3,2020-08-03,"Sex: ALL; Age: >14 Years; Criteria: Key Inclusion Criteria

1. Provide written, informed consent prior to all trial-related procedures (if under 18, include consent of legal guardian).
2. Body weight of ≥35 kg (in light clothing and no ...",Yes,2020-12-30,FDA-19316,2.62,0.32,5.0,7.94,2023-03-17,2023-07-12,2028-07-12,8,Pfizer,76,South Africa,26.0,36,14,11,6,6,83,64,1,5,1,True,False,True,True,True,True,True,False,False,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
PA-824,TradeName X,Drug,tuberculosis,tuberculosis,Phase 3,2020-08-03,"Sex: ALL; Age: >14 Years; Criteria: Key Inclusion Criteria

1. Provide written, informed consent prior to all trial-related procedures (if under 18, include consent of legal guardian).
2. Body weight of ≥35 kg (in light clothing and no ...",Yes,2020-09-27,FDA-23710,2.62,0.32,5.0,7.94,2023-03-17,2023-07-12,2028-07-12,83,Bayer,48,Kenya,74.5,87,77,82,96,31,74,55,2,4,0,True,True,True,True,True,True,False,False,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Linezolid,AltName A,Drug,tuberculosis,tuberculosis,Phase 3,2020-08-03,"Sex: ALL; Age: >14 Years; Criteria: Key Inclusion Criteria

1. Provide written, informed consent prior to all trial-related procedures (if under 18, include consent of legal guardian).
2. Body weight of ≥35 kg (in light clothing and no ...",Yes,2021-05-21,FDA-48852,2.62,0.32,5.0,7.94,2023-03-17,2023-07-12,2028-07-12,6,Novartis,62,Kenya,62.33333333333334,87,86,49,20,74,58,27,0,2,1,False,False,False,False,True,True,False,False,True,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
moxifloxacin,TradeName X,Drug,tuberculosis,tuberculosis,Phase 2,2017-07-17,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Adults ≥ 18 years of age
* Previous history of anti-TB chemotherapy
* HIV status: HIV infected and uninfected patients are allowed in the study:
* All patients must agree to HIV...",Yes,2017-11-06,FDA-51413,4.41,0.98,21.0,26.39,2021-12-13,2022-12-06,2043-12-06,1,GSK,35,South Africa,61.5,95,72,67,29,53,53,55,1,3,2,False,True,True,True,False,False,True,True,False,True,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Dolutegravir 50 mg,AltName A,Drug,tuberculosis,tuberculosis,Phase 2,2022-06-28,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* HIV-1 infection as documented by screening plasma HIV-1 RNA \>1000 c/mL
* ART-naïve (short-term antiretroviral use for prevention of mother-to-child transmission will be allowed...",No,2023-03-14,FDA-62443,4.41,0.98,21.0,26.39,2026-11-24,2027-11-17,2048-11-16,22,J&J,52,Kenya,44.0,16,31,80,64,32,41,73,2,4,2,True,True,True,True,False,True,True,True,False,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Aerosol Interferon-Gamma,AltName B,Drug,tuberculosis,tuberculosis,Phase 2,2007-08-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Positive acid-fast bacillus (AFB) smear within 14 days prior to randomization
* Cluster of Differentiation 4 greater than 200 if HIV positive
* Ability to sign consent
* Bilater...",Yes,2007-12-26,FDA-39312,4.41,0.98,21.0,26.39,2011-12-28,2012-12-20,2033-12-20,90,Merck,17,Overall,49.33333333333334,60,1,61,17,71,86,55,2,1,3,True,True,False,False,True,False,False,True,True,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Subcutaneous interferon-gamma,AltName B,Drug,tuberculosis,tuberculosis,Phase 2,2007-08-01,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Positive acid-fast bacillus (AFB) smear within 14 days prior to randomization
* Cluster of Differentiation 4 greater than 200 if HIV positive
* Ability to sign consent
* Bilater...",No,2007-11-17,FDA-39055,4.41,0.98,21.0,26.39,2011-12-28,2012-12-20,2033-12-20,66,J&J,16,Kenya,27.83333333333333,17,13,34,47,51,5,45,1,2,2,False,True,False,False,True,False,True,False,False,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
double rimfampicin,Product Alpha,Drug,tuberculosis,tuberculosis,Phase 3,2017-08-01,"Sex: ALL; Age: >15 Years; Criteria: Inclusion Criteria:

* Diagnosed with smear-positive pulmonary TB
* 15 years or older
* Able and willing to provide written informed consent

Exclusion Criteria:

* contacts of MDR-TB patients and oth...",No,2018-03-22,FDA-45024,2.62,0.32,5.0,7.94,2020-03-14,2020-07-09,2025-07-10,36,Novartis,83,Kenya,36.16666666666666,24,7,70,77,30,9,55,1,3,2,True,False,True,True,False,False,True,False,False,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Standard TB treatment,TradeName X,Drug,tuberculosis,tuberculosis,Phase 3,2017-08-01,"Sex: ALL; Age: >15 Years; Criteria: Inclusion Criteria:

* Diagnosed with smear-positive pulmonary TB
* 15 years or older
* Able and willing to provide written informed consent

Exclusion Criteria:

* contacts of MDR-TB patients and oth...",Yes,2018-02-09,FDA-22087,2.62,0.32,5.0,7.94,2020-03-14,2020-07-09,2025-07-10,32,Merck,93,South Africa,43.33333333333334,17,34,87,36,66,20,55,2,3,1,True,True,False,True,True,True,False,True,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
"Isoniazid, Rifampicin, Pyrazinamide and Ethambutol",AltName A,Drug,tuberculosis,tuberculosis,Phase 2,2022-02-28,"Sex: ALL; Age: >18 Years; Criteria: * INCLUSION CRITERIA:

  1. Age 18 to 75 years with body weight from 35 kg to 90 kg
  2. Has not been treated for active TB within the past 3 years
  3. Not yet on TB treatment
  4. Xpert positive for...",Yes,2022-05-21,FDA-56163,4.41,0.98,21.0,26.39,2026-07-27,2027-07-20,2048-07-19,40,Merck,3,South Africa,68.66666666666667,25,96,60,96,46,89,36,0,2,2,False,False,False,True,False,True,False,False,True,False,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Rifampin 600 MG,Product Alpha,Drug,tuberculosis,tuberculosis,Phase 4,2022-02-22,"Sex: FEMALE; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Healthy women, who have had an ENG implant for 12-36 months at the time of enrollment and will maintain their implant during the study without modifications.

Exclusion Criteria...",Yes,2022-10-15,FDA-17930,0.56,0.15,3.5,4.21,2022-09-14,2022-11-08,2026-05-09,90,GSK,69,Overall,51.16666666666666,87,57,35,14,59,55,27,0,3,0,False,False,True,False,True,True,False,False,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Delamanid + OBR,Molecule Z,Drug,tuberculosis,tuberculosis,Phase 3,2016-07-04,"Sex: ALL; Age: >18 Years; Criteria: Inclusion Criteria:

* Provide written, informed consent
* Current diagnosis of MDR TB
* Chest radiograph consistent with TB
* Able to produce sputum
* Negative urine pregnancy test and agree to use a...",Yes,2017-05-08,FDA-67381,2.62,0.32,5.0,7.94,2019-02-15,2019-06-12,2024-06-12,74,AstraZeneca,2,Overall,31.83333333333333,88,3,30,34,35,1,36,0,3,1,False,False,True,False,False,True,True,True,False,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Ethambutol,Comp Beta,Drug,tuberculosis,tuberculosis,Phase 4,2010-12-01,"Sex: ALL; Age: >18 Years; Healthy Volunteers: Yes; Criteria: Inclusion Criteria:

* Male and female volunteers, age 18 years of age or older, of all racial and ethnic origins. English and/or Spanish speaking volunteers are eligible to participate.
* We are recr...",No,2011-09-04,FDA-27787,0.56,0.15,3.5,4.21,2011-06-23,2011-08-17,2015-02-15,100,Pfizer,6,Overall,55.66666666666666,89,70,37,68,52,18,73,2,2,4,True,True,False,False,False,True,True,True,True,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Delamanid,Molecule Z,Drug,tuberculosis,tuberculosis,Phase 2,2020-01-13,"Sex: ALL; Age: >0 Years; Criteria: Inclusion Criteria:

* Successfully completed Trial 242-12-232
* Confirmed diagnosis of MDR-TB OR
* Presumptive diagnosis of pulmonary or extrapulmonary MDR-TB including one of the following:

  * Cli...",No,2020-11-08,FDA-50126,4.41,0.98,21.0,26.39,2024-06-10,2025-06-03,2046-06-03,4,AstraZeneca,14,Kenya,29.16666666666667,50,55,14,14,4,38,18,0,0,2,False,False,False,False,False,False,False,False,False,True,True,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
Delamanid Pediatric Formulation (DPF),Comp Beta,Drug,tuberculosis,tuberculosis,Phase 2,2020-01-13,"Sex: ALL; Age: >0 Years; Criteria: Inclusion Criteria:

* Successfully completed Trial 242-12-232
* Confirmed diagnosis of MDR-TB OR
* Presumptive diagnosis of pulmonary or extrapulmonary MDR-TB including one of the following:

  * Cli...",No,2020-02-13,FDA-78504,4.41,0.98,21.0,26.39,2024-06-10,2025-06-03,2046-06-03,96,GSK,58,Overall,31.66666666666667,26,20,37,16,63,28,73,2,4,2,True,True,True,True,True,True,False,True,True,False,False,HorizonScan_tuberculosis_20251201_Harmonized.xlsx
