innovation,alternative_names,category,technology,disease,target_population,indication,archetype,trial_status,Other_trial_status,date_trial_status,Other_trial_dates,nra_Kenya,nra_Senegal,nra_South_Africa,eml_Kenya,eml_Senegal,eml_South_Africa,nra_other_status,nra_other_date,nra_other_body,nra_note,gra,gra_date,gra_body,gra_note,eml_date,eml_country,eml_note,manufacturer,dalys,disease_prevalence,other_targeted_population,improvement,dalys_averted,deaths_averted,yll,hs_costs,dalys_monetized,prob_success,procurement,reg_approval,policy_readiness,social_context,guidelines,policy_implemented,date_market,country_supply,distribution,delivery_model,efficacy,expected_date_of_regulatory_approval,expected_date_of_first_launch,expected_date_of_market,...55,data_source,time_to_regulatory_approval,time_approval_to_first_launch,time_launch_to_20lmic,country,nra,eml,readiness,financing,impact_potential,introduction_readiness
Tafenoquine paediatric,NA,Therapeutic,NA,Malaria,adult malaria,Treatment of malaria infections,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2024-12-04,NA,NA,NA,NA,NA,GlaxoSmithKline (GSK); Medicines for Malaria Venture (MMV); Walter Reed Army Institute of Research (WRAIR) (including Military HIV Research Program); 60 Degrees Pharmaceuticals; US Army Medical Research and Development Command (MRDC),20000000,210000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-04,2025-03-31,2030-03-31,NA,https://www.impactglobalhealth.org/data/infectious-disease,2.62,0.32,5,Senegal,No,No,NA,NA,28.171584421070293,13.990327584557235
TB & RIF Resistance Fluorescence Diagnostic Kit,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Indonesia MDR,NA,NA,NA,NA,Sansure Biotech Inc,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Kenya,No,No,NA,NA,80.94410274759866,72.43164987582713
TB Molecular Bacterial Load Assay,NA,Diagnostic,NA,Tuberculosis,adult TB,Diagnosis of mycobacterium tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,University of St Andrews,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://public.tableau.com/app/profile/policy.cures.research/viz/AIMMaternalHealthPortal2023/AIMdatabase,NA,NA,NA,South Africa,No,No,NA,NA,66.9529625098221,26.206259187310934
TB-IGRA,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,China NMPA;CE-IVDD,NA,NA,NA,NA,Autobio Diagnostics Co. Ltd,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/vrc-609/
https://clinicaltrials.gov/study/NCT03538626",NA,NA,NA,Senegal,No,No,NA,NA,84.21903002774343,43.50057171378285
TB/FLU-05E,NA,Vaccine,NA,Tuberculosis,adult TB,Prevention of tuberculosis,Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/hvtn-115-envseq-1-and-ch505/
https://clinicaltrials.gov/study/NCT03220724",NA,NA,NA,Kenya,No,No,NA,NA,77.56767701590434,65.47919003944844
TBdtect (MTC-Q),NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/tmc278-mwri-01/
https://www.clinicaltrials.gov/study/NCT01656018",NA,NA,NA,South Africa,No,No,NA,NA,53.03629358531907,44.82996145542711
TBfind (TB Comprehensive),NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD,NA,NA,NA,NA,Genes2Me Pvt Ltd,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/hvtn-124-pdphv-201401/
https://clinicaltrials.gov/study/NCT03409276",NA,NA,NA,Senegal,No,No,NA,NA,93.14295262563974,94.23764534201473
Tbseq,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,WHO recommended,NA,NA,NA,NA,Shengting Medical Technology Company Limited,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/mtn-038/
https://clinicaltrials.gov/study/NCT03670355",NA,NA,NA,Kenya,No,No,NA,NA,88.86082277284004,60.48153897188604
Temeguard,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-05-03,NA,NA,NA,NA,NA,Gharda Chemicals Limited (GCL),55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-03,2018-08-28,2023-08-28,NA,"https://avac.org/trial/fame103/
https://clinicaltrials.gov/study/NCT04319718",2.62,0.32,5,South Africa,No,No,NA,NA,25.011677760630846,56.48484558891505
TENEBENAL ™ ITN,NA,VCPs,NA,Malaria,all ages malaria,Prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.,New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2023-03-15,NA,NA,NA,NA,NA,"Innovative Vector Control Consortium (IVCC); Mitsui Chemicals, Inc.",55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15,2023-07-10,2028-07-09,NA,"https://avac.org/trial/hvtn-104/
https://clinicaltrials.gov/study/NCT02165267",2.62,0.32,5,Senegal,No,No,NA,NA,53.32769036991522,41.17946815211326
Tinzaparin - IUGR,NA,Therapeutic,NA,MNCH,pregnancy,Intrauterine growth restriction (IUGR),Unclassified / Insufficient information,Phase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/ipcavd-003/
https://clinicaltrials.gov/study/NCT01103687",NA,NA,NA,Kenya,No,No,NA,NA,32.775111556984484,64.40559597499669
TLD - TDF/3TC/DTG (300/300/50 mg),NA,Therapeutic,NA,HIV,all ages HIV,NA,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,FDA_US&WHO_PQ,NA,NA,NA,NA,"Lupin, Sun pharma, Micro labs Ltd, Aurobindo, Cipla, Hetero, Strides, Viatris, macleods, Laurus Labs, Emcure, Desano",33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/ipcavd-001/
https://clinicaltrials.gov/study/NCT00618605",NA,NA,NA,South Africa,No,No,NA,NA,52.13294488261454,91.64560860116035
TNM-001,NA,Therapeutic,NA,MNCH,pregnancy,Prevention of Respiratory syncytial virus (RSV),Unclassified / Insufficient information,Phase 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhuhai Trinomab Pharmaceutical Co., Ltd",45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/imquest-duogel/
https://www.clinicaltrials.gov/study/NCT03082690",NA,NA,NA,Senegal,No,No,NA,NA,49.10347419907339,93.34872235171497
Tranexamic acid Solution for injection 100mg/ml,NA,Diagnostic,NA,MNCH,adult HIV,Postpartum haemorrhage (PPH),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under review for WHO PQ,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/hvtn-127-hptn-087/
https://clinicaltrials.gov/study/NCT03387150",NA,NA,NA,Kenya,No,No,NA,NA,81.60570947104134,87.99191425740719
TrinScreen™,NA,Diagnostic,NA,HIV,all ages HIV,"Diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/mtn-033/
https://clinicaltrials.gov/study/NCT03393468",NA,NA,NA,South Africa,No,No,NA,NA,32.49855044297874,26.764762190170586
Truelab Uno Dx Real Time Micro PCR Analyser,NA,Diagnostic,NA,HIV,adult HIV,"Detection of infectious diseases, specifically HIV, tuberculosis (TB), and malaria",Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/mtn-002/
https://www.clinicaltrials.gov/study/NCT00540605",NA,NA,NA,Senegal,No,No,NA,NA,84.54606628743932,70.83518220297992
Truenat MTB,Truenat MTB,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,Molbio Diagnostics Pvt. Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease
https://extranet.who.int/prequal/sites/default/files/whopr_files/Xpert%20HIV-1%20Qual%20XC%20%28PQDx%200652-070-00%29%20Public%20Report%20v%201.0%20.pdf",NA,NA,NA,Kenya,No,No,NA,NA,40.84190993220545,71.83113622665405
Truenat MTB,Truenat MTB Plus,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,Molbio Diagnostics Pvt. Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,South Africa,No,No,NA,NA,35.04426900530234,47.94049876462668
Truenat MTB,Truenat MTB-FQ,Diagnostic,NA,Tuberculosis,adult TB,Detection of For fluoroquinolone (FQ) resistant MTB,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.impactglobalhealth.org/data/infectious-disease,NA,NA,NA,Senegal,No,No,NA,NA,31.58208947512321,24.465937964618206
Truenat MTB,Truenat MTB-INH,Diagnostic,NA,Tuberculosis,adult TB,Detection of Isoniazid Resistant Mycobacterium tuberculosis,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease
""https://avac.org/trial/conrad-117/
https://pmc.ncbi.nlm.nih.gov/articles/PMC4279136/",NA,NA,NA,Kenya,No,No,NA,NA,63.88832526747137,42.063503654673696
Truenat MTB,Truenat MTB-RIF Dx,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,CE-IVDD;WHO recommended,NA,NA,NA,NA,Molbio Diagnostics Pvt. Ltd.,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease
https://avac.org/trial/vrc-611/
https://clinicaltrials.gov/study/NCT04408963",NA,NA,NA,South Africa,No,No,NA,NA,42.88274994236417,66.21781006921083
Truenat MTB,Truenat Ultima,Diagnostic,NA,Tuberculosis,adult TB,Diagnosis of mycobacterium tuberculosis,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not yet,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.impactglobalhealth.org/data/infectious-disease
""https://avac.org/trial/hvtn-105/
https://www.jci.org/articles/view/128699""",NA,NA,NA,Senegal,No,No,NA,NA,20.58403796167113,29.84865336213261
Trugene HIV-1 Genotyping Kit and Open Gene DNA Sequencing System,NA,Diagnostic,NA,HIV,adult HIV,"For detecting HIV genomic mutations (in the protease and part of the reverse transcriptase regions of HIV) that confer resistance to specific types of antiretroviral drugs, as an aid in monitoring and treating HIV infection.",New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/mtn-024-ipm-031/
https://www.clinicaltrials.gov/study/NCT02010593",NA,NA,NA,Kenya,No,No,NA,NA,22.615560594713315,37.54369625914842
Tsara (pyrethroid only),NA,VCPs,NA,Malaria,all ages malaria,"Prevention and control of malaria in children and adults living in areas with ongoing malaria transmission.
WHO policy: strong recommendation, High certainty evidence",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2020-08-14,NA,NA,NA,NA,NA,Moon Netting FZCO,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-14,2020-12-09,2025-12-09,NA,"https://www.msd.com/research/product-pipeline/
https://clinicaltrials.gov/study/NCT07044297",2.62,0.32,5,South Africa,No,No,NA,NA,67.83244898775592,43.29057351779193
Tsara (pyrethroid+PBO),NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Moderate certainty evidence: WHO suggests deploying pyrethroid-PBO nets instead of pyrethroid-only LLINs for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-01-29,NA,NA,NA,NA,NA,Moon Netting FZCO,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-29,2018-05-26,2023-05-26,NA,"https://clinicaltrials.gov/study/NCT04453293
https://newtbvaccines.org/vaccine/bcg-vaccination-tipi/",2.62,0.32,5,Senegal,No,No,NA,NA,49.95596937951632,85.16848894394934
Uni-Gold HIV,Uni-Gold HIV,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,45.18661360023543,14.411524432711303
Uni-Gold HIV,Uni-Gold™ Recombigen® HIV-1/2,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in the diagnosis of HIV infection: adults, adolescents, children and infants > 18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,43.2340514624957,34.01132852770388
UniAMP Mycobacterium Tuberculosis Nucleic Acid Test Card,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of active Mycobacterium Tuberculosis in clinical samples,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,81.41666753683239,61.77214445453137
Urine protein/Creatinine ratio - PE/E,NA,Diagnostic,NA,MNCH,pregnancy,Preeclampsia/eclampsia (PE/E),Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,15000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,57.193730912404135,96.80046108644456
Uterine Balloon Tamponade,NA,Medical Device,NA,MNCH,adult HIV,Management of Postpartum hemorrhage,Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,68.22563237510622,55.51886201556772
VectoBac,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-02-19,NA,NA,NA,NA,NA,Valent BioSciences Corporation,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-19,2018-06-16,2023-06-16,NA,NA,2.62,0.32,5,Senegal,No,No,NA,NA,55.31501848483458,90.32504487223923
VectoMax FG,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Low certainty evidence: WHO suggests the regular application of insecticides to water bodies (larviciding) for the prevention and control of malaria in children and adults as a supplementary intervention to ITNs or IRS in areas with ongoing malaria transmission where aquatic habitats are few, fixed and findable. ",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-03-13,NA,NA,NA,NA,NA,Valent BioSciences Corporation,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-13,2018-07-08,2023-07-08,NA,NA,2.62,0.32,5,Kenya,No,No,NA,NA,82.22410402260721,51.313436137512326
VECTRON T500,NA,VCPs,NA,Malaria,all ages malaria,Prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.,New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2023-03-11,NA,NA,NA,NA,NA,"Mitsui Chemicals, Inc.; Innovative Vector Control Consortium (IVCC)",55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-11,2023-07-06,2028-07-05,NA,"https://clinicaltrials.gov/study/NCT03143218
https://www.gavi.org/programmes-impact/types-support/regional-manufacturing-strategy/vaccine-market-dashboard",2.62,0.32,5,South Africa,No,No,NA,NA,72.13407464441843,71.75677708070725
VEERALIN,NA,VCPs,NA,Malaria,all ages malaria,"Conditional recommendation for, Moderate certainty evidence: WHO suggests deploying pyrethroid-PBO nets instead of pyrethroid-only LLINs for the prevention and control of malaria in children and adults in areas with ongoing malaria transmission where the principal malaria vector(s) exhibit pyrethroid resistance.",New Chemical Entity — Simple,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2018-01-29,NA,NA,NA,NA,NA,VKA Polymers Pvt. Ltd,55000000,250000000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-29,2018-05-26,2023-05-26,NA,"https://extranet.who.int/prequal/vaccines/p/cyvac
chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://extranet.who.int/prequal/sites/default/files/vwa_vaccine/fvp-p-446-447_r21malaria_siipl_paho_pi-2024_0.pdf",2.62,0.32,5,Senegal,No,No,NA,NA,55.576007183408365,88.31898902449757
Versant HIV-1 RNA 3.0 (bDNA),NA,Diagnostic,NA,HIV,pediatric HIV,To monitor response to antiretroviral treatment; To diagnose HIV infection in infants < 18 months of age (only if validated by the manufacturer),Unclassified / Insufficient information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8000000,1400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kenya,No,No,NA,NA,65.22804281208664,69.64197762310505
VIDAS TB-IGRA,NA,Diagnostic,NA,Tuberculosis,adult TB,Detection of latent Mycobacterium Tuberculosis,Unclassified / Insufficient information,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,9000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,South Africa,No,No,NA,NA,37.555215316824615,38.5521831586957
VioOne HIV Profile Supplemental Assay,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in or to confirm the diagnosis of HIV infection: adults, adolescents, children and infants >  18 months of age",Diagnostics — Assay development,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Senegal,No,No,NA,NA,70.96194997662678,70.403156821616
ViroSeq HIV-1 Genotyping System,NA,Diagnostic,NA,HIV,adult HIV,"For detecting HIV genomic mutations (in the protease and part of the reverse transcriptase regions of HIV) that confer resistance to specific types of antiretroviral drugs, as an aid in monitoring and treating HIV infection.",New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://clinicaltrials.gov/study/NCT02178800
https://avac.org/trial/hptn-077/",NA,NA,NA,Kenya,No,No,NA,NA,60.239503611810505,15.480267386883497
VISITECT CD4 Advanced Disease,NA,Diagnostic,NA,HIV,adult HIV,For staging of advanced HIV disease; To monitor response to antiretroviral therapy (in settings where HIV viral load is not available),New Chemical Entity — Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,39400000,NA,NA,NA,NA,NA,45.8,NA,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://avac.org/trial/hvtn-704-hptn-085-the-amp-study/
https://clinicaltrials.gov/study/NCT02716675
https://lapal.medicinespatentpool.org/formulations/vrc01#information",NA,NA,NA,South Africa,No,No,NA,NA,68.79382993793115,39.82655764464289
VITROS HIV-1/HIV-2 Reagent Pack and Calibrator,NA,Diagnostic,NA,HIV,all ages HIV,"To screen for or to aid in or to confirm the diagnosis of HIV infection: adults, adolescents, children and infants >  18 months of age",Diagnostics — Assay development,Approved / Marketed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33000000,40800000,NA,NA,NA,NA,NA,8.5,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://clinicaltrials.gov/study/NCT03964415
https://avac.org/trial/hvtn-706-hpx3002-mosaico/",NA,NA,NA,Senegal,No,No,NA,NA,67.65874960110523,80.95797563903034
